ID,Year,Config,AP,V_kud,BV_kud,Obs_RV,Hel_RV,High_Res_RV,ID_kud,RA,Dec,X,Y,Prob,2MASS,r_2mass,RA_2mass,Dec_2mass,J,Jerr,H,Herr,K,Kerr,IR_Flags,RA_deg,Dec_deg,EBV,Mv,Teff_BV,Teff_VK,Teff_JK,logg,logg_bv,Teff_Final,Logg_Final,Teff_Avg,Logg_Avg,Duplicated,idcombined,hcn,cn41,hwch,hcn_noscale,cn41_noscale,hwch_noscale,Branch,ofe,ofe_flag,nafe,nafe_flag,Teff_Cord,Teff_Ram,logg_Ram,cfe_avgofe,nfe_avgofe,cfe_cn41_avgofe,nfe_cn41_avgofe,[C/Fe],[N/Fe],Fit_x,[C/Fe]_cn41,[N/Fe]_cn41,Fit_y,[C/Fe]_cratio50,[N/Fe]_cratio50,Fit_cratio50,dis,m275,m336,m438,r_hst,deltahcn,deltacn41,deltahwch
1-59,2017,br1,82.0,14.63,1.3,-48.7228,-29.2084,-23.844,121,19:53:41.78,18:48:38.4,-61.26,116.41,95,19534178+1848384,0.125,19:53:41.788,+18:48:38.46,12.183,0.063,11.521,0.05,11.402,0.043,EEE,298.424083333,18.8106666667,0.27,0.933,4583.640798,4486.378233,4586.705281,2.379312,2.43937,4583.640798,2.43937,4583.640798,2.43937,False,121_br1_2017,0.051,0.121,0.358,0.28,0.195,0.489,0,0.37,ram,0.24,ram,-99.999,4600.0,2.3,-0.221262,0.707811,-0.217786,0.618178,-0.204756,0.746233,0.01005,-0.298869,0.024384,0.001,-0.191431,0.842452,0.0,0.036546750207,99.999,99.999,99.999,99.999,-0.224753685144,-0.0666022791943,0.021328832378
1-15,2017,br1,87.0,14.4,1.15,-36.4219,-16.9076,99.0,175,19:53:55.35,18:45:57.5,131.49,-44.44,97,19535536+1845575,0.161,19:53:55.360,+18:45:57.57,12.373,0.032,11.887,0.036,11.762,0.024,AAA,298.480625,18.7659722222,0.3,0.61,4893.873453,5141.763009,5211.790044,2.592538,2.476934,5141.763009,2.592538,5017.818231,2.534736,False,175_br1_2017,-0.033,0.077,0.33,0.233,0.172,0.478,2,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.080547,0.700664,-0.083826,0.682259,0.020486,0.732831,0.001414,-0.128996,0.042201,0.001,0.048651,0.789709,0.001414,0.0373701496785,99.999,99.999,99.999,99.999,0.0194040094448,0.00908475923102,0.0291272089007
S125,2017,br1,90.0,13.3,1.3,10.5271,30.0415,99.0,14,19:53:27.09,18:45:58.9,-269.99,-43.05,82,19532709+1845588,0.047,19:53:27.090,+18:45:58.85,11.018,0.029,10.398,0.029,10.256,0.021,AAA,298.362875,18.7663611111,0.31,-0.521,4649.037047,4726.732521,4695.115947,1.937884,1.896571,4726.732521,1.937884,4687.884784,1.9172275,False,14_br1_2017,0.38,0.265,0.367,0.637,0.357,0.521,1,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.218821,1.108815,-0.22033,1.141123,-0.191934,1.069099,0.007071,-0.311887,1.048617,0.001,-0.191934,1.069099,0.007071,0.0776016525784,99.999,99.999,99.999,99.999,0.162479598347,0.12992219675,0.0369318662306
A2,2017,br3,3.0,14.53,1.2,-39.1375,-19.8773,-20.915,171,19:53:54.19,18:45:32.7,114.93,-69.27,96,19535419+1845327,0.03,19:53:54.192,+18:45:32.72,12.286,0.027,11.631,0.029,11.584,0.022,AAA,298.475791667,18.7590833333,0.28,0.802,4768.225472,4759.090265,4846.675094,2.484505,2.489363,4759.090265,2.484505,4763.6578685,2.486934,True,171_br3_2017,-0.037,0.102,0.348,0.187,0.172,0.476,0,0.393,carr_g,0.345,carr_g,-99.999,-99.999,-99.999,-0.257428,0.610763,-0.260598,0.568531,-0.1782,0.61947,0.001,-0.282343,0.075248,0.0,-0.173292,0.693041,0.00223,0.0364312079352,99.999,99.999,99.999,99.999,-0.237385180456,-0.0480737921947,0.019616594484
KC-239,2017,br3,23.0,15.0,1.13,-42.0995,-22.8393,-23.371,239,19:53:47.64,18:45:44.2,21.86,-57.78,94,19534764+1845442,0.045,19:53:47.643,+18:45:44.21,12.898,0.056,12.245,0.05,12.183,0.044,EAA,298.4485,18.7622777778,0.26,1.334,4857.284531,4847.74829,4775.728248,2.743414,2.74824,4857.284531,2.74824,4857.284531,2.74824,False,239_br3_2017,-0.108,0.083,0.343,0.107,0.148,0.467,0,0.48,ram_noid,0.28,ram_noid,-99.999,4900.0,2.65,-0.221799,0.528745,-0.219962,0.381753,-0.099499,0.560485,0.001414,-0.19375,-0.629167,0.002828,-0.079929,0.60023,0.001,0.0175144252339,19.138,16.82,16.171,1.56800101046e-05,-0.249816640796,-0.0528682274697,0.0202446839408
1-51,2017,br3,28.0,14.36,1.26,-40.8407,-21.5805,-22.77,53,19:53:51.20,18:48:30.9,72.42,108.9,91,19535120+1848308,0.058,19:53:51.204,+18:48:30.89,12.001,0.048,11.294,0.046,11.22,0.039,EEA,298.463333333,18.8085833333,0.28,0.632,4665.687417,4577.907771,4599.233438,2.315511,2.367464,4665.687417,2.367464,4665.687417,2.367464,True,53_br3_2017,0.051,0.129,0.345,0.284,0.205,0.48,0,99.0,cord,0.2,cord,4660.0,-99.999,-99.999,-0.309804,0.781016,-0.297454,0.692246,-0.229145,0.778729,0.002828,-0.320601,0.358479,0.0,-0.211401,0.857477,0.002,0.0347689143025,99.999,99.999,99.999,99.999,-0.195170814171,-0.0361407430449,0.0119560461123
1-44,2017,br3,44.0,13.44,1.34,-39.0014,-19.7412,-20.872,62,19:53:47.15,18:48:01.2,14.91,79.26,97,19534715+1848012,0.085,19:53:47.152,+18:48:01.28,11.039,0.03,10.372,0.031,10.245,0.024,AAA,298.446458333,18.8003333333,0.27,-0.257,4520.11105,4513.363412,4549.297319,1.920278,1.924482,4513.363412,1.920278,4516.737231,1.92238,False,62_br3_2017,0.15,0.159,0.373,0.36,0.233,0.499,1,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.279005,0.838894,-0.280243,0.86949,-0.219972,0.838435,0.001,-0.315367,0.44148,0.001,-0.219972,0.838435,0.001,0.0212986522122,18.787,15.902,14.831,2.45985546333e-05,-0.141562928504,-0.0472641224077,0.0335198505811
1-103,2017,br3,46.0,14.33,0.87,-47.6948,-28.4346,99.0,75,19:53:43.71,18:46:15.4,-33.89,-26.6,93,19534371+1846154,0.083,19:53:43.713,+18:46:15.47,11.712,9.999,11.956,0.059,11.066,9.999,UEU,298.432125,18.7709444444,0.28,0.602,5596.899452,4473.375169,5043.826632,2.238649,2.772436,5596.899452,2.772436,5596.899452,2.772436,False,75_br3_2017,0.111,0.14,0.233,0.348,0.222,0.351,2,99.999,none,99.999,none,-99.999,-99.999,-99.999,0.071804,1.450552,0.065903,1.37171,0.271536,1.408878,0.002236,0.107205,1.162414,0.001,0.271092,1.503267,0.003162,0.0137235440798,17.793,15.941,15.419,1.95419144363e-05,0.403371525949,0.0807205677861,-0.00953768509692
1-65,2017,br3,47.0,14.2,1.31,-44.562,-25.3018,-25.92,103,19:53:45.73,18:47:01.2,-5.17,19.2,87,19534573+1847012,0.093,19:53:45.736,+18:47:01.23,11.874,0.04,11.195,0.037,11.11,0.031,AAA,298.440541667,18.7836666667,0.28,0.472,4583.640798,4617.982317,4649.731972,2.275494,2.25497,4617.982317,2.275494,4600.8115575,2.265232,False,103_br3_2017,0.339,0.297,0.296,0.566,0.385,0.421,0,99.95,carr_g,0.443,carr_g,-99.999,-99.999,-99.999,-0.528436,1.530923,-0.527578,1.687036,-0.511152,1.464748,0.002236,-0.606309,1.466531,0.001,-0.502084,1.661212,0.001,0.00538417153904,19.209,16.604,15.557,3.01950143093e-05,0.0742704099986,0.132160161893,-0.0392013844483
1-11,2017,br3,52.0,14.81,1.19,-41.5209,-22.2607,-24.8,243,19:53:50.18,18:45:52.5,58.06,-49.44,92,19535018+1845525,0.12,19:53:50.186,+18:45:52.58,12.675,0.033,12.078,0.03,11.966,0.02,AAA,298.459083333,18.7645833333,0.28,1.082,4785.76774,4864.921973,4823.375713,2.651288,2.610622,4864.921973,2.651288,4825.3448565,2.630955,True,243_br3_2017,-0.053,0.099,0.344,0.172,0.172,0.476,0,0.343,carr_g,0.24,carr_g,-99.999,-99.999,-99.999,-0.218788,0.598525,-0.223001,0.553861,-0.148389,0.609805,0.002236,-0.26352,0.157145,0.0,-0.128103,0.660233,0.001,0.0206251094739,19.315,16.795,16.059,3.89521787078e-05,-0.189925547125,-0.0275073908902,0.0217178345041
KC-39,2017,br3,70.0,14.09,1.42,-40.3026,-21.0424,-23.204,39,19:53:34.71,18:46:21.4,-161.75,-20.57,95,19533470+1846213,0.042,19:53:34.707,+18:46:21.39,11.586,0.029,10.922,0.03,10.79,0.018,AAA,298.394625,18.7726111111,0.31,0.269,4458.369081,4498.454295,4593.028073,2.121335,2.09584,4498.454295,2.121335,4478.411688,2.1085875,False,39_br3_2017,0.054,0.154,0.354,0.285,0.231,0.49,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.340784,0.818404,-0.332257,0.799057,-0.2707,0.790987,0.002236,-0.362792,0.400443,0.001,-0.257597,0.846813,0.001,0.046935307447,99.999,99.999,99.999,99.999,-0.239668748418,-0.0533238951229,0.0139562268279
KC-119,2017,br3,82.0,14.52,1.11,-44.951,-25.6908,-23.263,119,19:53:39.62,18:48:56.9,-92.0,134.92,96,19533962+1848569,0.088,19:53:39.621,+18:48:56.99,12.494,0.033,11.974,0.035,11.888,0.022,AAA,298.415083333,18.8158055556,0.32,0.668,5043.754882,5200.440702,5267.012415,2.641244,2.57164,5200.440702,2.641244,5122.097792,2.606442,False,119_br3_2017,0.001,0.096,0.314,0.23,0.17,0.44,2,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.108052,0.862756,-0.120336,0.830194,0.027459,0.8473,0.003162,-0.13032,0.52376,0.0,0.03372,0.927242,0.006,0.0455487589783,99.999,99.999,99.999,99.999,0.0923319904006,0.0119464110607,0.0189021785982
KC-147,2017,br3,85.0,15.0,1.14,-45.0801,-25.8199,-20.748,147,19:53:43.18,18:45:06.7,-41.42,-95.25,94,19534318+1845067,0.063,19:53:43.184,+18:45:06.74,12.267,9.999,12.252,0.033,12.206,0.025,UAA,298.429916667,18.7518611111,0.26,1.334,4839.200083,4862.089691,9452.421662,2.750663,2.739066,4839.200083,2.739066,4839.200083,2.739066,False,147_br3_2017,0.016,0.088,0.347,0.246,0.157,0.473,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.207597,0.703696,-0.212013,0.588469,-0.118746,0.71893,0.002236,-0.25,-0.666667,0.008944,-0.099208,0.78865,0.002,0.0302924642837,99.999,99.999,99.999,99.999,-0.137231197262,-0.0471678122528,0.023145690974
1-79,2017,br3,93.0,13.99,1.43,7.0737,26.3339,99.0,38,19:53:38.17,18:46:49.7,-112.54,7.78,79,19533817+1846497,0.12,19:53:38.177,+18:46:49.76,11.548,0.03,10.934,0.033,10.797,0.02,AAA,298.409041667,18.7804722222,0.29,0.231,4413.19095,4550.713241,4702.590252,2.138569,2.051211,4550.713241,2.138569,4481.9520955,2.09489,True,38_br3_2017,0.353,0.44,0.358,0.603,0.542,0.518,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.338116,1.341162,-0.340599,1.690556,-0.288793,1.199779,0.002,-0.379366,1.567979,0.002236,-0.27987,1.332316,0.001,0.0328459382246,99.999,99.999,99.999,99.999,0.0686639558161,0.271762929376,0.019980664915
1-73,2017,br3,94.0,14.79,1.2,-48.1613,-28.9011,-26.49,220,19:53:42.53,18:47:08.3,-50.57,26.38,96,19534253+1847083,0.127,19:53:42.538,+18:47:08.35,12.557,0.042,11.939,0.038,11.871,0.031,AAA,298.427208333,18.7856388889,0.29,1.031,4785.76774,4808.755905,4915.855833,2.602216,2.590222,4808.755905,2.602216,4797.2618225,2.596219,False,220_br3_2017,0.311,0.266,0.298,0.551,0.351,0.424,0,99.95,carr_g,0.395,carr_g,-99.999,-99.999,-99.999,-0.408812,1.352712,-0.409921,1.548445,-0.380342,1.330528,0.001,-0.478971,1.379542,0.001,-0.359461,1.547552,0.001,0.0168984270166,19.107,16.891,16.041,4.46293888442e-05,0.139141692396,0.141033312853,-0.0276387697983
B,2017,br3,96.0,12.08,1.87,-41.7974,-22.5372,99.0,3,19:53:49.41,18:44:26.8,47.04,-135.15,96,19534941+1844269,0.185,19:53:49.411,+18:44:26.98,8.058,0.02,7.105,0.029,6.863,0.024,AAA,298.455875,18.7407777778,0.27,-1.617,3822.323421,3600.57458,3692.669822,0.405647,0.800311,3600.57458,0.405647,3711.4490005,0.602979,False,3_br3_2017,-0.195,0.247,0.338,0.029,0.338,0.472,3,99.999,none,99.999,none,-99.999,-99.999,-99.999,0.02782,2.482731,-0.40127,2.44987,-0.402151,2.438619,0.217525,-1.947852,0.870573,0.111113,-0.402151,2.438619,0.217525,0.0401067940482,99.999,99.999,99.999,99.999,0.214143988922,0.0378729094783,-0.00184982800086
KC-250,2017,f1,5.0,15.19,1.25,-37.1061,-18.4832,99.0,250,19:53:49.98,18:46:54.2,55.09,12.26,86,19534998+1846542,0.078,19:53:49.980,+18:46:54.28,13.097,0.074,12.438,0.06,12.358,0.051,AAA,298.45825,18.7817222222,0.28,1.462,4682.460983,4878.116596,4726.650542,2.809899,2.706691,4878.116596,2.809899,4780.2887895,2.758295,False,250_f1_2017,0.083,0.135,0.332,0.313,0.205,0.455,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.270033,0.890705,-0.270159,0.94401,-0.146686,0.863559,0.009,-0.263397,0.658227,0.001414,-0.146218,0.993913,0.003162,0.0139976278573,19.367,17.054,16.387,1.24799592997e-05,-0.0453844904992,0.00779784750526,0.0105481740158
KC-183,2017,f1,9.0,15.57,1.14,-35.6184,-16.9956,-19.817,183,19:53:55.37,18:46:46.9,131.63,4.97,96,19535536+1846469,0.064,19:53:55.366,+18:46:46.93,13.609,0.025,13.03,0.029,12.922,0.018,AAA,298.480708333,18.7796944444,0.28,1.842,4535.822884,5080.9148,4897.573578,3.05819,2.773816,5080.9148,3.05819,4808.368842,2.916003,True,183_f1_2017,0.264,0.214,0.283,0.494,0.292,0.4,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.346966,1.382946,-0.343603,1.494348,-0.221246,1.321269,0.002828,-0.351077,1.328466,0.001,-0.219047,1.510735,0.002,0.035033898478,99.999,99.999,99.999,99.999,0.274687265313,0.123065442161,-0.0233664816431
KC-200,2017,f1,10.0,15.53,1.3,-39.1974,-20.5746,99.0,200,19:53:51.08,18:48:24.7,70.64,102.71,94,19535107+1848246,0.148,19:53:51.072,+18:48:24.61,13.344,0.093,12.796,0.09,12.691,0.079,EEE,298.462833333,18.8068611111,0.28,1.802,4599.8117,4869.367092,5018.085902,2.94152,2.796676,4599.8117,2.796676,4599.8117,2.796676,False,200_f1_2017,-0.095,0.095,0.341,0.11,0.154,0.444,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.287281,0.658174,-0.278919,0.64054,-0.209786,0.638964,0.003162,-0.27168,-1.59362,0.018682,-0.193235,0.697191,0.001,0.0330643941612,99.999,99.999,99.999,99.999,-0.365817950324,-0.103443149093,0.0050125935879
1424,2017,f1,14.0,16.51,1.12,-39.6115,-20.9887,99.0,1424,19:53:54.22,18:45:46.8,115.37,-55.18,97,19535422+1845467,0.1,19:53:54.227,+18:45:46.80,14.646,0.035,14.018,0.058,13.929,0.05,AAA,298.475916667,18.763,0.28,2.782,4912.38119,5159.673506,4797.092288,3.469192,3.354855,5159.673506,3.469192,5036.027348,3.4120235,True,1424_f1_2017,-0.115,0.067,0.309,0.106,0.133,0.433,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.191429,0.756804,-0.181927,-0.869295,-0.039353,0.741809,0.001,-0.151563,-1.601042,0.004472,-0.029587,0.791464,0.002,0.0345285299075,99.999,99.999,99.999,99.999,-0.0505499244845,-0.0283374373247,0.00983902595882
2214,2017,f1,19.0,17.92,0.75,-34.9124,-16.2895,-19.211,2214,19:53:42.80,18:49:12.5,-46.86,150.49,93,19534279+1849125,0.161,19:53:42.790,+18:49:12.58,16.322,0.105,15.942,9.999,15.728,9.999,AUU,298.428333333,18.8201388889,0.28,4.192,6007.924607,5661.65751,5245.827581,4.232082,4.350402,6007.924607,4.350402,6007.924607,4.350402,False,2214_f1_2017,-0.313,0.058,0.152,-0.088,0.132,0.252,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.090047,1.26682,-0.065114,-0.364615,0.149801,1.241089,0.001,-0.002528,-0.363682,0.002828,0.154632,1.253631,0.003,0.0434544740296,99.999,99.999,99.999,99.999,0.149055625317,0.00320439193435,-0.0143647316273
1946,2017,f1,25.0,17.46,0.86,-29.7611,-11.1382,99.0,1946,19:53:35.47,18:45:14.1,-151.04,-87.86,77,19533546+1845139,0.219,19:53:35.461,+18:45:13.92,15.887,0.098,15.632,0.131,15.284,0.147,ABB,298.397791667,18.7539166667,0.3,3.67,5693.227612,5747.227594,5244.136524,4.053749,4.034623,5747.227594,4.053749,5720.227603,4.044186,False,1946_f1_2017,-0.363,0.057,0.217,-0.146,0.131,0.326,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.064178,0.736054,-0.058842,-0.164207,0.169228,0.709826,0.001,0.015894,-1.184101,0.007071,0.175905,0.724509,0.002236,0.0502900541659,99.999,99.999,99.999,99.999,-0.0194004968979,-0.00661706886502,0.000442134553326
M,2017,f1,26.0,15.64,1.04,-40.4901,-21.8672,99.0,164,19:53:49.45,18:44:40.3,47.57,-121.7,84,19534944+1844402,0.115,19:53:49.442,+18:44:40.27,13.618,0.056,13.005,0.058,12.865,0.067,AAA,298.456041667,18.7445277778,0.27,1.943,5092.964908,4916.198977,4670.052856,3.021126,3.104025,4916.198977,3.021126,5004.5819425,3.0625755,False,164_f1_2017,0.254,0.217,0.28,0.482,0.292,0.392,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.407553,1.369716,-0.40885,1.50332,-0.36207,1.351587,0.001,-0.46761,1.333195,0.0,-0.339454,1.538337,0.003,0.0365807427176,99.999,99.999,99.999,99.999,0.150833189575,0.101125895519,-0.0389604292287
KC-266,2017,f1,42.0,15.09,1.06,-43.2106,-24.5877,-24.298,266,19:53:45.07,18:46:41.9,-14.66,-0.08,77,19534506+1846419,0.025,19:53:45.069,+18:46:41.92,13.016,0.07,12.447,0.068,12.382,0.035,AAA,298.437791667,18.7783055556,0.28,1.362,5068.209225,5011.901563,5088.726596,2.834476,2.860427,5011.901563,2.834476,5040.055394,2.8474515,False,266_f1_2017,0.209,0.193,0.308,0.436,0.275,0.436,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.278334,1.14923,-0.278501,1.310604,-0.190683,1.131285,0.001,-0.307502,1.122867,0.001,-0.178902,1.277421,0.001,0.00567176346928,19.375,17.189,16.471,4.25800524111e-05,0.171623564536,0.0979196430477,-0.00402623136641
1933,2017,f1,46.0,17.91,0.9,-21.1383,-2.5154,99.0,1933,19:53:37.30,18:44:43.8,-124.98,-118.14,93,99999999+9999999,9.999,99:99:99.999,+99:99:99.99,99.999,9.999,99.999,9.999,99.999,9.999,999,298.405416667,18.7455,0.36,3.934,5759.713078,5759.713078,0.0,4.163723,4.163723,5759.713078,4.163723,5759.713078,4.163723,False,1933_f1_2017,-0.241,0.053,0.166,0.0,0.133,0.273,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.329832,1.329869,-0.328998,-0.83359,-0.086027,1.283364,0.004123,-0.201166,-0.931925,0.018974,-0.082515,1.310817,0.00223,0.0494961772545,99.999,99.999,99.999,99.999,0.106803004463,-0.00428665868787,-0.0482751402016
KC-341,2017,f1,51.0,16.32,1.07,-34.3517,-15.7288,99.0,341,19:53:47.02,18:48:50.1,13.12,128.11,95,19534702+1848501,0.108,19:53:47.027,+18:48:50.16,14.517,0.03,14.01,0.035,13.975,0.034,AAA,298.445916667,18.8139166667,0.28,2.592,5043.754882,5451.505375,5468.876272,3.513352,3.34124,5451.505375,3.513352,5247.6301285,3.427296,True,341_f1_2017,0.242,0.179,0.293,0.472,0.257,0.42,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.019134,1.409726,-0.029643,1.401449,0.17193,1.382925,0.001,0.019611,1.313401,0.001414,0.18569,1.52462,0.003,0.0347851458946,99.999,99.999,99.999,99.999,0.474575399781,0.111748544935,0.0283809759973
KC-335,2017,f1,57.0,16.14,0.95,-36.7059,-18.083,99.0,335,19:53:56.92,18:47:32.7,153.6,50.75,95,19535691+1847326,0.006,19:53:56.920,+18:47:32.70,14.164,0.046,13.655,0.048,13.622,0.048,AAA,298.487166667,18.7924166667,0.28,2.412,5358.342,5232.343504,5468.876272,3.352448,3.404483,5232.343504,3.352448,5295.342752,3.3784655,True,335_f1_2017,-0.168,0.069,0.313,0.046,0.142,0.438,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.134693,0.655415,-0.14279,-0.699733,0.029055,0.645258,0.003,-0.103589,-0.781999,0.0,0.048253,0.67074,0.002,0.0432157306068,99.999,99.999,99.999,99.999,-0.0562443117616,-0.0137646624867,0.0212475079585
KC-244,2017,f1,60.0,15.76,1.0,-42.4608,-23.838,99.0,244,19:53:51.33,18:45:48.7,74.32,-53.29,81,19535132+1845487,0.051,19:53:51.330,+18:45:48.75,13.876,0.058,13.328,0.048,13.244,0.05,AAA,298.463875,18.7635277778,0.28,2.032,5221.45567,5236.357103,5096.306624,3.202146,3.195825,5236.357103,3.202146,5228.9063865,3.1989855,True,244_f1_2017,-0.243,0.062,0.299,-0.026,0.134,0.417,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.159959,0.540528,-0.160779,0.335825,-0.018793,0.557977,0.001414,-0.141406,-1.494271,0.008544,-0.002673,0.572763,0.001414,0.0246986907738,19.774,17.606,17.15,2.07057813556e-05,-0.128717457959,-0.0214932237514,0.00767887110661
O,2017,f1,62.0,15.48,1.02,-42.2938,-23.671,99.0,158,19:53:44.02,18:44:54.5,-29.49,-107.47,93,19534402+1844545,0.076,19:53:44.025,+18:44:54.51,13.605,0.025,13.054,0.029,12.92,0.025,AAA,298.433416667,18.7484722222,0.26,1.814,5118.027292,5132.754477,4875.063635,3.070165,3.063635,5132.754477,3.070165,5125.3908845,3.0669,False,158_f1_2017,-0.154,0.07,0.309,0.068,0.141,0.434,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.1958,0.633864,-0.2006,-0.054011,-0.065837,0.642054,0.007071,-0.189063,-1.626042,0.002,-0.052207,0.680672,0.001,0.0322305845029,99.999,99.999,99.999,99.999,-0.107701445335,-0.0227412788362,0.0072827768427
1322,2017,f1,67.0,17.34,0.97,-44.4869,-25.864,99.0,1322,19:53:42.45,18:48:19.9,-51.76,97.93,91,19534246+1848199,0.168,19:53:42.462,+18:48:19.94,15.867,0.06,15.332,0.096,15.333,0.148,AAB,298.426875,18.8055277778,0.27,3.643,5275.159321,5901.372204,5485.666833,4.09575,3.862826,5901.372204,4.09575,5588.2657625,3.979288,False,1322_f1_2017,-0.28,0.047,0.227,-0.044,0.12,0.346,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,0.228211,0.908828,0.236818,-1.062171,0.408694,0.950372,0.001414,0.269028,-0.592927,0.018028,0.417364,0.960218,0.001414,0.0307798864879,99.999,99.999,99.999,99.999,0.122289341762,-0.012929693346,0.0396389530474
2-117,2017,f1,70.0,15.29,1.15,-42.1182,-23.4953,99.0,232,19:53:44.64,18:45:56.5,-20.64,-45.43,89,19534464+1845566,0.128,19:53:44.645,+18:45:56.61,13.284,0.036,12.733,0.043,12.647,0.039,AAA,298.436,18.7656944444,0.28,1.562,4857.284531,5085.846553,5077.408771,2.948418,2.83944,5085.846553,2.948418,4971.565542,2.893929,False,232_f1_2017,0.267,0.227,0.289,0.504,0.305,0.411,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.299975,1.321991,-0.297083,1.461577,-0.19961,1.300202,0.001,-0.327364,1.349634,0.001414,-0.19175,1.481319,0.001,0.0153464412106,19.28,17.175,16.52,2.77266774673e-05,0.281103159029,0.136592640357,-0.0169392827398
KC-152,2017,f1,79.0,15.03,1.26,-38.6907,-20.0678,-21.553,152,19:53:39.90,18:44:22.9,-88.12,-139.09,93,19533989+1844229,0.088,19:53:39.894,+18:44:22.92,12.737,0.032,12.08,0.029,11.981,0.022,AAA,298.41625,18.7396944444,0.3,1.24,4699.359116,4700.064319,4700.397476,2.62767,2.62728,4700.064319,2.62767,4699.7117175,2.627475,True,152_f1_2017,-0.058,0.094,0.351,0.168,0.163,0.472,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.243965,0.594781,-0.245034,0.558769,-0.159939,0.59004,0.001,-0.261426,-0.793034,0.001,-0.141695,0.655291,0.004123,0.0472887676059,99.999,99.999,99.999,99.999,-0.288664304107,-0.0700888909454,0.0196005311928
1743,2017,f1,87.0,16.4,1.13,-36.6638,-18.0409,-22.266,1743,19:53:58.62,18:46:10.7,177.82,-31.2,98,19535862+1846107,0.053,19:53:58.621,+18:46:10.75,14.49,0.03,13.887,0.037,13.824,0.033,AAA,298.49425,18.7696388889,0.29,2.641,4912.38119,5190.610522,4986.519024,3.426215,3.298455,5190.610522,3.426215,5051.495856,3.362335,False,1743_f1_2017,-0.152,0.06,0.307,0.082,0.133,0.439,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.186909,0.713624,-0.181442,-0.925543,-0.025611,0.690851,0.003162,-0.141406,-1.494271,0.010198,-0.013501,0.724961,0.00141,0.0487972589689,99.999,99.999,99.999,99.999,-0.0670749898662,-0.0258075175804,0.0109009347709
KC-196,2017,f1,92.0,15.6,1.17,-47.6912,-29.0684,-26.718,196,19:53:52.83,18:47:37.6,95.59,55.66,80,19535282+1847376,0.055,19:53:52.830,+18:47:37.65,13.556,0.039,12.951,0.032,12.906,0.031,AAA,298.470125,18.7937777778,0.28,1.872,4821.253511,5027.901795,5029.077528,3.045919,2.945072,5027.901795,3.045919,4924.577653,2.9954955,True,196_f1_2017,0.253,0.201,0.305,0.488,0.277,0.428,0,99.999,none,99.999,none,-99.999,-99.999,-99.999,-0.266357,1.246699,-0.262689,1.341005,-0.18947,1.231202,0.001414,-0.299164,1.185714,0.001414,-0.180697,1.410686,0.001414,0.0289506964862,99.999,99.999,99.999,99.999,0.226780871523,0.101938567203,-0.00576573455104
